\addplot[black, solid, thick, forget plot]
table[row sep=crcr]{
2.40689959	0.05170257\\
2.37723916	0.10978972\\
2.35024635	0.16629348\\
2.32585694	0.22156728\\
2.30361534	0.27590428\\
2.28301752	0.32953129\\
2.26363324	0.38262520\\
2.24513195	0.43533121\\
2.22727024	0.48777608\\
2.20987628	0.54007828\\
2.19283545	0.59235575\\
2.17608170	0.64473309\\
2.15959369	0.69734936\\
2.14339562	0.75036757\\
2.12756222	0.80398718\\
2.11222865	0.85846101\\
2.09759904	0.91411533\\
2.08394659	0.97136872\\
2.07156267	1.03072126\\
2.06058550	1.09265123\\
2.05060631	1.15730431\\
2.04022132	1.22402212\\
2.02718599	1.29121234\\
2.00951189	1.35705865\\
1.98631806	1.42033170\\
1.95768316	1.48050967\\
1.92407923	1.53744304\\
1.88604532	1.59110892\\
1.84404944	1.64147409\\
1.79848974	1.68847866\\
1.74968960	1.73200826\\
1.69793086	1.77191447\\
1.64345067	1.80799112\\
1.58646660	1.83999050\\
1.52717007	1.86759263\\
1.46575134	1.89042383\\
1.40240832	1.90805311\\
1.33740690	1.92010709\\
1.27115620	1.92648820\\
1.20431514	1.92780677\\
1.13776583	1.92567257\\
1.07236257	1.92239540\\
1.00857704	1.92001451\\
0.94639378	1.91956947\\
0.88548635	1.92111915\\
0.82544885	1.92418944\\
0.76592559	1.92814281\\
0.70665111	1.93236608\\
0.64744588	1.93631581\\
0.58820310	1.93951929\\
0.52887606	1.94154429\\
0.46947174	1.94197889\\
0.41004973	1.94039311\\
0.35072800	1.93631223\\
0.29169781	1.92916178\\
0.23324782	1.91822584\\
0.17579712	1.90260724\\
0.11989926	1.88135962\\
0.06613169	1.85397291\\
0.01477726	1.82124227\\
-0.03446737	1.78549538\\
-0.08234090	1.74942300\\
-0.12955673	1.71471398\\
-0.17656365	1.68187757\\
-0.22358599	1.65076584\\
-0.27074294	1.62104323\\
-0.31812611	1.59239381\\
-0.36584253	1.56458909\\
-0.41403294	1.53748942\\
-0.46289429	1.51104834\\
-0.51270440	1.48531509\\
-0.56387471	1.46046838\\
-0.61703129	1.43686662\\
-0.67313050	1.41511139\\
-0.73341426	1.39590524\\
-0.79837133	1.37894997\\
-0.86527065	1.36089348\\
-0.92918650	1.33715764\\
-0.98764016	1.30627390\\
-1.04051556	1.26904750\\
-1.08815800	1.22654659\\
-1.13076614	1.17959425\\
-1.16830190	1.12876446\\
-1.20054285	1.07447807\\
-1.22705625	1.01703453\\
-1.24720695	0.95666207\\
-1.26017624	0.89356669\\
-1.26540698	0.82815818\\
-1.26389893	0.76151241\\
-1.25951285	0.69556220\\
-1.25686482	0.63192496\\
-1.25792432	0.57081607\\
-1.26236689	0.51161559\\
-1.26934665	0.45365297\\
-1.27823613	0.39642766\\
-1.28872666	0.33958256\\
-1.30079120	0.28284330\\
-1.31469554	0.22597140\\
-1.33108036	0.16872111\\
-1.35109302	0.11078298\\
-1.37616370	0.05170257\\
-1.40594772	-0.00910171\\
-1.43507710	-0.07185889\\
-1.45702400	-0.13602025\\
-1.46982013	-0.20079148\\
-1.47416737	-0.26554834\\
-1.47097679	-0.32978976\\
-1.46084318	-0.39305237\\
-1.44401196	-0.45484898\\
-1.42044887	-0.51462867\\
-1.38979159	-0.57171034\\
-1.35141047	-0.62524223\\
-1.30497836	-0.67437176\\
-1.25287334	-0.71932925\\
-1.20145109	-0.76252758\\
-1.15508665	-0.80631928\\
-1.11355911	-0.85123381\\
-1.07539539	-0.89706092\\
-1.03948740	-0.94361115\\
-1.00517914	-0.99084027\\
-0.97212136	-1.03883589\\
-0.94017956	-1.08781378\\
-0.90939435	-1.13813819\\
-0.87997807	-1.19036943\\
-0.85226869	-1.24527868\\
-0.82648074	-1.30365423\\
-0.80198440	-1.36551988\\
-0.77654498	-1.42900695\\
-0.74711902	-1.49071053\\
-0.71190529	-1.54790311\\
-0.67081205	-1.59952646\\
-0.62456211	-1.64553016\\
-0.57398642	-1.68613062\\
-0.51981527	-1.72153764\\
-0.46263977	-1.75185803\\
-0.40294390	-1.77709709\\
-0.34111023	-1.79711241\\
-0.27744117	-1.81158661\\
-0.21215775	-1.81993519\\
-0.14545459	-1.82132289\\
-0.07768032	-1.81508603\\
-0.00978760	-1.80238992\\
0.05664722	-1.78750735\\
0.12063518	-1.77466217\\
0.18231814	-1.76501768\\
0.24224702	-1.75800202\\
0.30091210	-1.75281798\\
0.35867232	-1.74886495\\
0.41579040	-1.74574267\\
0.47246914	-1.74319491\\
0.52887606	-1.74105534\\
0.58515792	-1.73921524\\
0.64144866	-1.73758767\\
0.69787061	-1.73607298\\
0.75452456	-1.73448920\\
0.81146075	-1.73246692\\
0.86861912	-1.72929288\\
0.92575789	-1.72384466\\
0.98245196	-1.71485891\\
1.03825909	-1.70160529\\
1.09293129	-1.68428091\\
1.14644980	-1.66367448\\
1.19890581	-1.64059937\\
1.25041028	-1.61566463\\
1.30106471	-1.58928182\\
1.35096801	-1.56174372\\
1.40022330	-1.53327217\\
1.44894879	-1.50405544\\
1.49728153	-1.47426026\\
1.54538663	-1.44404730\\
1.59346176	-1.41357394\\
1.64174952	-1.38300524\\
1.69054681	-1.35251614\\
1.74022246	-1.32230021\\
1.79122595	-1.29256352\\
1.84408290	-1.26350426\\
1.89932392	-1.23523363\\
1.95729333	-1.20761665\\
2.01778602	-1.18003087\\
2.07970253	-1.15124174\\
2.14113293	-1.11967061\\
2.20006135	-1.08403378\\
2.25505821	-1.04376593\\
2.30544885	-0.99895964\\
2.35104155	-0.95004138\\
2.39186900	-0.89753974\\
2.42800116	-0.84195786\\
2.45950063	-0.78375328\\
2.48637579	-0.72332639\\
2.50860084	-0.66104220\\
2.52608809	-0.59723095\\
2.53870966	-0.53220806\\
2.54626291	-0.46627433\\
2.54848641	-0.39973382\\
2.54502685	-0.33289876\\
2.53548993	-0.26611384\\
2.51952765	-0.19977520\\
2.49717893	-0.13435683\\
2.46938216	-0.07038372\\
2.43834254	-0.00830483\\
2.40689959	0.05170257\\
};
